,time,dec,de,mode,u,w,q,theta
0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
1,0.10000000149011612,0.005680933129042387,0.002744514960795641,3.0,0.0002514972002245486,-0.0034801624715328217,-0.00015378266107290983,-4.690786227001809e-06
2,0.20000000298023224,0.011361866258084774,0.006069316528737545,3.0,0.0013381370808929205,-0.01959734968841076,-0.0006370781338773668,-4.166262806393206e-05
3,0.30000001192092896,0.017042798921465874,0.009559975005686283,3.0,0.003655146574601531,-0.05494431033730507,-0.0014149565249681473,-0.00014219494187273085
4,0.4000000059604645,0.022723732516169548,0.013050633482635021,3.0,0.007530403323471546,-0.11442103981971741,-0.0024278941564261913,-0.000332756491843611
5,0.5,0.028404664248228073,0.016541291028261185,3.0,0.013240095227956772,-0.20144392549991608,-0.003618734423071146,-0.0006339696701616049
6,0.6000000238418579,0.03408559784293175,0.020031951367855072,3.0,0.021009499207139015,-0.3180774748325348,-0.004934011027216911,-0.0010609158780425787
7,0.699999988079071,0.03976653143763542,0.02352260984480381,3.0,0.031015150249004364,-0.46518561244010925,-0.006324955727905035,-0.0016235578805208206
8,0.800000011920929,0.045447465032339096,0.027013268321752548,3.0,0.04338810220360756,-0.642594575881958,-0.007748205214738846,-0.002327247289940715
9,0.8999999761581421,0.05112839862704277,0.030503926798701286,3.0,0.058218035846948624,-0.8492613434791565,-0.009166239760816097,-0.0031732884235680103
10,1.0,0.056809328496456146,0.033994585275650024,3.0,0.07555793970823288,-1.0834412574768066,-0.010547575540840626,-0.004159535281360149
11,1.100000023841858,0.06249026209115982,0.03748524188995361,3.0,0.09542911499738693,-1.342849612236023,-0.011866752989590168,-0.005280995275825262
12,1.2000000476837158,0.0681711956858635,0.0409759022295475,3.0,0.11782640218734741,-1.6248148679733276,-0.013104145415127277,-0.006530423648655415
13,1.2999999523162842,0.07385212928056717,0.04446655884385109,3.0,0.14272326231002808,-1.926418662071228,-0.01424561906605959,-0.007898891344666481
14,1.399999976158142,0.07953306287527084,0.04795721918344498,3.0,0.17007681727409363,-2.2446208000183105,-0.015282098203897476,-0.009376312606036663
15,1.5,0.08521399646997452,0.051447875797748566,3.0,0.19983245432376862,-2.576369047164917,-0.016209030523896217,-0.010951925069093704
16,1.600000023841858,0.09089493006467819,0.05493853613734245,3.0,0.23192812502384186,-2.918691873550415,-0.017025819048285484,-0.012614713050425053
17,1.7000000476837158,0.09657586365938187,0.05842919275164604,3.0,0.26629820466041565,-3.2687735557556152,-0.01773521490395069,-0.014353775419294834
18,1.7999999523162842,0.10225679725408554,0.06191985309123993,3.0,0.3028768002986908,-3.6240129470825195,-0.018342701718211174,-0.016158627346158028
19,1.899999976158142,0.10793773084878922,0.06541050970554352,3.0,0.3416004776954651,-3.982067584991455,-0.01885591633617878,-0.01801944151520729
20,2.0,0.11361865699291229,0.0689011663198471,3.0,0.3824106752872467,-4.340882301330566,-0.01928408071398735,-0.019927244633436203
21,2.0999999046325684,0.113271065056324,0.07239183038473129,3.0,0.4252554178237915,-4.698705673217773,-0.019637471064925194,-0.02187403477728367
22,2.200000047683716,0.11292347311973572,0.07588248699903488,3.0,0.47009071707725525,-5.054093837738037,-0.019926950335502625,-0.0238528773188591
23,2.299999952316284,0.11257588118314743,0.07937314361333847,3.0,0.5168812274932861,-5.405905246734619,-0.020163558423519135,-0.02585793286561966
24,2.4000000953674316,0.11222828924655914,0.08286380022764206,3.0,0.5656008720397949,-5.7532854080200195,-0.02035815268754959,-0.027884459123015404
25,2.5,0.11188069730997086,0.08635446429252625,3.0,0.6162329912185669,-6.095650672912598,-0.020521113649010658,-0.02992877922952175
26,2.5999999046325684,0.11153310537338257,0.08984512090682983,3.0,0.6687699556350708,-6.432660102844238,-0.020662114024162292,-0.03198821842670441
27,2.700000047683716,0.11118551343679428,0.09333577752113342,3.0,0.7232128977775574,-6.764188289642334,-0.020789938047528267,-0.03406102955341339
28,2.799999952316284,0.110837921500206,0.09682643413543701,3.0,0.7795711755752563,-7.090296268463135,-0.02091236598789692,-0.036146294325590134
29,2.9000000953674316,0.1104903295636177,0.1003170982003212,3.0,0.8378612399101257,-7.411197662353516,-0.021036097779870033,-0.038243815302848816
30,3.0,0.11014273762702942,0.10380775481462479,3.0,0.898106038570404,-7.727231502532959,-0.02116672322154045,-0.040354013442993164
31,3.0999999046325684,0.10979514569044113,0.10717940330505371,3.0,0.9603304862976074,-8.03878402709961,-0.02130601555109024,-0.04247778281569481
32,3.200000047683716,0.10944755375385284,0.10864144563674927,3.0,1.024348497390747,-8.343268394470215,-0.021331531926989555,-0.04461159557104111
33,3.299999952316284,0.10909996181726456,0.10895959287881851,3.0,1.0897160768508911,-8.63376235961914,-0.021091962233185768,-0.04673521965742111
34,3.4000000953674316,0.10875236988067627,0.1088569164276123,3.0,1.1560300588607788,-8.903642654418945,-0.020567920058965683,-0.04882050305604935
35,3.5,0.10840477794408798,0.10859942436218262,3.0,1.222946047782898,-9.147558212280273,-0.019793657585978508,-0.050840482115745544
