epoch,loss,accuracy
1.0,0.6690413,0.7315682
2.0,0.4677187,0.8136456
3.0,0.34102666,0.8718941
4.0,0.31658563,0.87729126
5.0,0.2732129,0.88737273
6.0,0.25647327,0.89215887
7.0,0.21857819,0.9136456
8.0,0.2002138,0.9187373
9.0,0.20358449,0.9108961
10.0,0.17764023,0.92362523
11.0,0.16147149,0.9378819
12.0,0.168292,0.9308554
13.0,0.15794648,0.9348269
14.0,0.1601554,0.9295316
15.0,0.16048747,0.9295316
16.0,0.16899864,0.9246436
17.0,0.15749207,0.93329936
18.0,0.16145417,0.9337067
19.0,0.26416975,0.89429736
20.0,0.15498932,0.92881876
21.0,0.15740345,0.9394094
22.0,0.1351007,0.9422607
23.0,0.14462933,0.9348269
24.0,0.13988106,0.9391039
25.0,0.1593473,0.93248475
26.0,0.14757167,0.93095726
27.0,0.16430587,0.92617106
28.0,0.1504559,0.9334012
29.0,0.16222464,0.9379837
30.0,0.12874708,0.9437882
31.0,0.1417531,0.94643587
32.0,0.14670734,0.9323829
33.0,0.15530045,0.92983705
34.0,0.17426936,0.9229124
35.0,0.1466462,0.93472505
36.0,0.1441093,0.9422607
37.0,0.1371602,0.9395112
38.0,0.14096503,0.94460285
39.0,0.13163415,0.9416497
40.0,0.14958617,0.9345214
41.0,0.1261302,0.95020366
42.0,0.13956362,0.94796336
43.0,0.16574088,0.92881876
44.0,0.1359422,0.9471487
45.0,0.1636498,0.93523425
46.0,0.12632398,0.9514257
47.0,0.13731802,0.93869656
48.0,0.124550305,0.95162934
49.0,0.13052432,0.9450102
50.0,0.14246862,0.94643587
51.0,0.15031101,0.93655807
52.0,0.13483219,0.9427699
53.0,0.13517869,0.950611
54.0,0.1720255,0.93187374
55.0,0.1506312,0.9350306
56.0,0.13397795,0.94643587
57.0,0.12282446,0.94643587
58.0,0.12300579,0.95162934
59.0,0.12401799,0.9484725
60.0,0.14980654,0.9455193
61.0,0.16795622,0.93044806
62.0,0.13494462,0.94877803
63.0,0.15512864,0.9447047
64.0,0.13803144,0.946945
65.0,0.14701194,0.94592667
66.0,0.12221507,0.95733196
67.0,0.12790267,0.9496945
