epoch,loss,accuracy
1.0,0.7267445,0.67617106
2.0,0.53603965,0.7834012
3.0,0.44552165,0.8232179
4.0,0.37498775,0.8525458
5.0,0.33675268,0.8659878
6.0,0.3192275,0.8771894
7.0,0.31245252,0.87382895
8.0,0.2891116,0.88523424
9.0,0.27156755,0.8919552
10.0,0.28882155,0.88105905
11.0,0.23588909,0.90580446
12.0,0.26240692,0.89368635
13.0,0.21627162,0.9104888
14.0,0.2211732,0.91221994
15.0,0.21930033,0.9151731
16.0,0.22400376,0.90997964
17.0,0.22602578,0.9102851
18.0,0.18993223,0.9231161
19.0,0.1752718,0.9317719
20.0,0.20603256,0.9138493
21.0,0.18733877,0.9203666
22.0,0.19531538,0.91700613
23.0,0.18725732,0.9157841
24.0,0.15865012,0.93604887
25.0,0.18015553,0.9323829
26.0,0.17032348,0.9293279
27.0,0.17672853,0.9258656
28.0,0.17218381,0.92617106
29.0,0.18334697,0.9235234
30.0,0.17323141,0.92830956
31.0,0.17551725,0.9223014
32.0,0.1545515,0.9358452
33.0,0.16199702,0.93105906
34.0,0.1987683,0.9160896
35.0,0.16258243,0.9352342
36.0,0.14983918,0.93869656
37.0,0.18411659,0.9216904
38.0,0.14660144,0.93747455
39.0,0.13252322,0.947556
40.0,0.13896163,0.93900204
41.0,0.14913751,0.93655807
42.0,0.14484444,0.9379837
43.0,0.16567284,0.9251528
44.0,0.18309401,0.92698574
45.0,0.1393307,0.9399185
46.0,0.1466754,0.93676174
47.0,0.14544758,0.93655807
48.0,0.1513235,0.94185334
49.0,0.156916,0.9307536
50.0,0.13883618,0.9370672
51.0,0.14919074,0.93391037
52.0,0.15578006,0.93258655
53.0,0.14121032,0.9361507
54.0,0.14296323,0.9358452
55.0,0.15487567,0.945112
56.0,0.14088829,0.9382892
57.0,0.12941024,0.94246435
58.0,0.1261659,0.9437882
59.0,0.13335134,0.9421589
60.0,0.14766146,0.9337067
61.0,0.13502379,0.94338083
62.0,0.13824704,0.93594706
63.0,0.12622203,0.94450104
64.0,0.13721143,0.9384929
65.0,0.13323823,0.9391039
66.0,0.14488697,0.9376782
67.0,0.12735763,0.9470468
68.0,0.119951285,0.9531568
69.0,0.13115549,0.9442974
70.0,0.13038248,0.9410387
71.0,0.14726791,0.9343177
72.0,0.12476492,0.948167
73.0,0.14354645,0.93594706
74.0,0.13541658,0.9448065
75.0,0.13674496,0.9425662
76.0,0.16071203,0.9413442
77.0,0.13194762,0.9392057
78.0,0.11213564,0.9527495
79.0,0.11319934,0.9541752
80.0,0.11825968,0.95437884
81.0,0.13277976,0.94246435
82.0,0.11652505,0.9476578
83.0,0.12808686,0.9422607
84.0,0.12805551,0.9476578
85.0,0.123380974,0.94684315
86.0,0.12647852,0.946945
87.0,0.11996549,0.94582486
88.0,0.1260351,0.95091647
89.0,0.12006338,0.94643587
90.0,0.11751228,0.949389
91.0,0.1069674,0.9541752
92.0,0.13545576,0.93594706
93.0,0.1333765,0.9456212
94.0,0.13061264,0.9404277
95.0,0.11313699,0.9514257
96.0,0.12364927,0.9477597
97.0,0.119515926,0.94867617
98.0,0.13475771,0.94083506
99.0,0.1064546,0.95437884
100.0,0.108975075,0.9547862
101.0,0.13783497,0.9398167
102.0,0.13543923,0.93676174
103.0,0.13032423,0.95295316
104.0,0.12110683,0.9434827
105.0,0.12429416,0.9413442
106.0,0.14148009,0.94338083
107.0,0.112476245,0.955499
108.0,0.11348372,0.9484725
109.0,0.11511563,0.9492872
110.0,0.11006877,0.95112014
111.0,0.13730432,0.93319756
112.0,0.15104246,0.9357434
113.0,0.11220373,0.9483707
114.0,0.1089682,0.95071286
115.0,0.124944076,0.9434827
116.0,0.11436477,0.9513238
117.0,0.12948455,0.9455193
118.0,0.11825902,0.94674134
119.0,0.11082305,0.95173115
120.0,0.12761338,0.9399185
121.0,0.11218422,0.95162934
122.0,0.11575968,0.94745415
123.0,0.11609753,0.94592667
124.0,0.13097326,0.941446
125.0,0.12226386,0.95101833
126.0,0.1229518,0.947556
127.0,0.10902182,0.95224035
128.0,0.116161354,0.950611
129.0,0.10989228,0.94949085
130.0,0.1076066,0.9525458
131.0,0.10954433,0.95325863
132.0,0.1433711,0.9454175
133.0,0.1091147,0.9546843
134.0,0.107423045,0.95651734
135.0,0.11391876,0.95091647
136.0,0.108835764,0.94857436
137.0,0.13611735,0.94297355
138.0,0.123327926,0.9454175
139.0,0.13292836,0.9465377
140.0,0.11727098,0.94592667
141.0,0.11090212,0.9492872
142.0,0.14532739,0.9455193
143.0,0.13639611,0.9448065
144.0,0.123680085,0.9415479
145.0,0.117923014,0.95661914
146.0,0.12074491,0.9443992
147.0,0.12136143,0.9434827
