epoch,loss,accuracy
157.0,0.108380124,0.96221995
158.0,0.11359345,0.95784116
159.0,0.1252188,0.94674134
160.0,0.13298611,0.945723
161.0,0.14177811,0.9496945
162.0,0.12413179,0.9540733
163.0,0.10930294,0.96099794
164.0,0.1173512,0.95356417
165.0,0.12389422,0.9478615
166.0,0.15227032,0.9355397
167.0,0.1352493,0.94185334
168.0,0.1273349,0.95173115
169.0,0.13939106,0.94307536
170.0,0.10875663,0.9514257
171.0,0.12055681,0.955499
172.0,0.11290426,0.96059066
173.0,0.11531539,0.95295316
174.0,0.10798356,0.9582485
175.0,0.13304587,0.9528513
176.0,0.12329786,0.9531568
177.0,0.14677544,0.9357434
178.0,0.11098149,0.9515275
179.0,0.12143412,0.95325863
180.0,0.1517601,0.9419552
181.0,0.11216621,0.95386964
182.0,0.108152546,0.9552953
183.0,0.106385924,0.96364564
184.0,0.12146801,0.9441955
185.0,0.12926833,0.9449083
186.0,0.13758855,0.9421589
187.0,0.12249243,0.9528513
188.0,0.107248634,0.9574338
189.0,0.11788554,0.94898164
190.0,0.10921437,0.9562118
191.0,0.112498194,0.95570266
192.0,0.116275035,0.95376784
193.0,0.11960303,0.9498982
194.0,0.101844475,0.960387
195.0,0.12836744,0.94399184
196.0,0.104500204,0.96069247
197.0,0.13319048,0.94399184
198.0,0.15160722,0.94175154
199.0,0.12260202,0.9491853
200.0,0.13334009,0.94521385
201.0,0.13875128,0.93839103
202.0,0.12942289,0.94745415
203.0,0.14403298,0.9478615
204.0,0.10537737,0.9577393
205.0,0.15512565,0.9358452
206.0,0.12614124,0.9472505
207.0,0.12808402,0.95101833
208.0,0.11397095,0.95947045
209.0,0.11691165,0.95224035
210.0,0.10845543,0.9547861
211.0,0.12642439,0.94806516
212.0,0.09470286,0.96293277
213.0,0.13920395,0.9427699
214.0,0.13544783,0.95010185
215.0,0.1291634,0.9477597
216.0,0.13504452,0.9404277
217.0,0.11015611,0.95234215
218.0,0.11849681,0.9552953
219.0,0.11610966,0.9470468
220.0,0.13869314,0.94602853
221.0,0.10255777,0.96150714
222.0,0.13532491,0.9484725
223.0,0.11424718,0.9521385
224.0,0.1255884,0.9429735
225.0,0.114820145,0.94949085
226.0,0.10031407,0.96272916
227.0,0.11832957,0.9509165
228.0,0.13721742,0.9385947
229.0,0.13648833,0.9394094
230.0,0.11865547,0.9497963
231.0,0.1073598,0.96150714
232.0,0.12598298,0.95081466
233.0,0.11929185,0.96211815
234.0,0.10515013,0.9614053
235.0,0.11629042,0.950611
236.0,0.10141179,0.96374744
237.0,0.13836648,0.93971485
238.0,0.103394784,0.9601833
239.0,0.14919405,0.93869656
240.0,0.1015371,0.96578413
241.0,0.121895455,0.95081466
242.0,0.119003944,0.9483707
243.0,0.11947353,0.95325863
244.0,0.12443707,0.9492872
245.0,0.112808555,0.95020366
246.0,0.10968681,0.95234215
247.0,0.12968594,0.942057
248.0,0.12916744,0.9589613
249.0,0.12254338,0.9437882
250.0,0.099015296,0.9618126
251.0,0.11623595,0.9545825
252.0,0.13931504,0.94674134
253.0,0.12057209,0.9478615
254.0,0.1262766,0.95784116
255.0,0.13254705,0.9471487
256.0,0.118103385,0.9497963
257.0,0.11987943,0.9465377
258.0,0.15458414,0.93676174
259.0,0.11044947,0.95356417
260.0,0.109285735,0.9545825
261.0,0.10988562,0.95234215
262.0,0.13028616,0.94806516
263.0,0.11346409,0.95356417
264.0,0.09513208,0.9626273
265.0,0.13719617,0.9462322
266.0,0.11654062,0.9547861
267.0,0.10261807,0.96272916
268.0,0.11061443,0.952444
269.0,0.13906729,0.9525458
270.0,0.09757033,0.95885944
271.0,0.12233735,0.95325863
272.0,0.13808365,0.9455193
273.0,0.10951928,0.950611
274.0,0.10259821,0.9590631
275.0,0.1079165,0.956721
276.0,0.10523797,0.95386964
277.0,0.10723499,0.9571283
278.0,0.1069725,0.95112014
279.0,0.121124156,0.946334
280.0,0.12187291,0.9437882
281.0,0.12286541,0.9509165
282.0,0.1145082,0.94531566
283.0,0.102770545,0.9574338
284.0,0.10965118,0.95784116
285.0,0.11792115,0.9519348
286.0,0.12183892,0.9496945
287.0,0.12079294,0.94887984
288.0,0.10582062,0.9577393
289.0,0.106283195,0.95509166
290.0,0.09189864,0.9644603
291.0,0.11357467,0.9592668
292.0,0.11087134,0.95224035
293.0,0.112418525,0.95234215
294.0,0.11143596,0.950611
295.0,0.13624087,0.94175154
296.0,0.1036943,0.96720976
297.0,0.12738031,0.9515275
298.0,0.111341216,0.9547862
299.0,0.12026451,0.95448065
300.0,0.12447938,0.94949085
