epoch,loss,accuracy
1.0,0.5307652,0.7810591
2.0,0.3336305,0.8737271
3.0,0.24770808,0.8996945
4.0,0.22999054,0.905499
5.0,0.20533696,0.91761714
6.0,0.26306558,0.89450103
7.0,0.18667953,0.9218941
8.0,0.19988838,0.9197556
9.0,0.1666501,0.93391037
10.0,0.17419405,0.93095726
11.0,0.14927526,0.9400204
12.0,0.15220773,0.9351324
13.0,0.14731488,0.93594706
14.0,0.13253568,0.9519348
15.0,0.14101066,0.9350306
16.0,0.11936517,0.9571283
17.0,0.15243302,0.9308554
18.0,0.16857295,0.9404277
19.0,0.119744144,0.9533605
20.0,0.1408546,0.9442974
21.0,0.12522475,0.9477597
22.0,0.137257,0.942668
23.0,0.22315732,0.9144603
24.0,0.14704248,0.93604887
25.0,0.24915212,0.910387
26.0,0.12734699,0.94898164
27.0,0.12716511,0.942668
28.0,0.14046322,0.9364562
29.0,0.13433105,0.9449083
30.0,0.13630253,0.93961304
31.0,0.12228325,0.946945
32.0,0.1352723,0.9427699
33.0,0.14243427,0.94124234
34.0,0.118790604,0.95020366
35.0,0.14973232,0.93890023
36.0,0.117574655,0.951222
37.0,0.12491289,0.947556
38.0,0.118413255,0.95448065
39.0,0.12885673,0.942668
40.0,0.12981033,0.95010185
41.0,0.13958478,0.9398167
42.0,0.13891602,0.9401222
43.0,0.12710083,0.94735235
44.0,0.13887973,0.9378819
45.0,0.13119861,0.9428717
46.0,0.11624201,0.9534623
47.0,0.12975019,0.9497963
48.0,0.12601353,0.94796336
49.0,0.13547257,0.947556
50.0,0.13584338,0.9456212
51.0,0.13350427,0.9440937
52.0,0.12746154,0.94450104
53.0,0.13572645,0.9448065
54.0,0.15920193,0.9421589
55.0,0.120146215,0.9546843
56.0,0.121083654,0.95071286
57.0,0.13603134,0.95010185
58.0,0.13642468,0.94684315
59.0,0.13781013,0.94582486
60.0,0.1363967,0.9443992
61.0,0.13740045,0.94643587
62.0,0.121918134,0.9527495
63.0,0.13953404,0.942668
64.0,0.12497291,0.95234215
65.0,0.14023112,0.943279
66.0,0.13828313,0.94806516
67.0,0.13622089,0.942057
68.0,0.17406277,0.94083506
69.0,0.13361636,0.95010185
70.0,0.14390291,0.94338083
71.0,0.1290272,0.95
72.0,0.13435122,0.946945
73.0,0.13142167,0.9468432
74.0,0.17598891,0.93818736
75.0,0.14223143,0.9471487
76.0,0.14919491,0.94857436
77.0,0.14156325,0.94602853
78.0,0.13154244,0.94368637
79.0,0.15700166,0.9415479
80.0,0.15781072,0.945112
81.0,0.13073036,0.949389
82.0,0.1671289,0.9413442
83.0,0.13771386,0.95010185
84.0,0.13283086,0.9515275
85.0,0.12450029,0.95091647
86.0,0.14015982,0.9476578
87.0,0.15750329,0.93900204
88.0,0.15419166,0.942057
89.0,0.13592348,0.9447047
90.0,0.19139673,0.9274949
91.0,0.16731846,0.9385947
92.0,0.15196905,0.9449084
93.0,0.13059038,0.9515275
94.0,0.17998254,0.93818736
95.0,0.13841917,0.9540733
96.0,0.14220658,0.9476578
97.0,0.15285061,0.94806516
98.0,0.17928013,0.9416497
99.0,0.16103691,0.94826883
100.0,0.16107248,0.9449084
101.0,0.1601547,0.9478615
102.0,0.15713541,0.9513238
103.0,0.16847478,0.94093686
104.0,0.14474902,0.95081466
105.0,0.15860756,0.95234215
106.0,0.15771599,0.945112
107.0,0.16571237,0.945112
108.0,0.16537859,0.94185334
109.0,0.14125803,0.95091647
110.0,0.14065748,0.9515275
111.0,0.1689482,0.94521385
112.0,0.16061872,0.94592667
113.0,0.15942915,0.9441955
114.0,0.20289135,0.9442974
115.0,0.18463315,0.9437882
116.0,0.18213053,0.9393075
117.0,0.15444787,0.948167
118.0,0.16120423,0.95112014
119.0,0.19013679,0.9394094
120.0,0.14829655,0.9525458
121.0,0.15353787,0.9513238
122.0,0.14184763,0.95325863
123.0,0.1672707,0.9427699
124.0,0.17546318,0.9419552
125.0,0.13961515,0.9556008
126.0,0.16713688,0.95234215
127.0,0.18907495,0.94307536
128.0,0.18212627,0.9476578
129.0,0.16643493,0.9462322
130.0,0.13862354,0.9533605
131.0,0.17250651,0.94460285
132.0,0.19653815,0.9355397
133.0,0.16128011,0.9520367
134.0,0.18232304,0.9448065
135.0,0.1822734,0.9413442
136.0,0.16226614,0.94887984
137.0,0.15552384,0.94745415
138.0,0.16594823,0.9462322
139.0,0.1709729,0.94806516
140.0,0.17833,0.94857436
141.0,0.1813538,0.93910384
142.0,0.14765452,0.95519346
143.0,0.16003118,0.95325863
144.0,0.20916338,0.942668
145.0,0.15677968,0.942668
146.0,0.16135842,0.95101833
147.0,0.19239676,0.9443992
148.0,0.18690869,0.9456212
149.0,0.18402919,0.94602853
150.0,0.16802491,0.9491853
151.0,0.17329153,0.94450104
152.0,0.20251428,0.94103867
153.0,0.21481963,0.9415479
154.0,0.15726513,0.95356417
155.0,0.1682416,0.94877803
156.0,0.18377405,0.9477597
157.0,0.18688652,0.9441955
158.0,0.16847861,0.946945
159.0,0.18520927,0.9455193
160.0,0.2208112,0.9394094
161.0,0.20560373,0.94592667
162.0,0.18509007,0.94582486
163.0,0.17248966,0.94877803
164.0,0.16886236,0.9462322
165.0,0.17659967,0.9428717
166.0,0.16910999,0.94949085
167.0,0.1788255,0.9498982
168.0,0.18788178,0.9422607
169.0,0.20396288,0.94389004
170.0,0.16769415,0.95101833
171.0,0.23008887,0.9415479
172.0,0.20600004,0.94959265
173.0,0.18007925,0.9471487
174.0,0.21291408,0.945112
175.0,0.18303423,0.9465377
176.0,0.1730086,0.9503055
177.0,0.17735992,0.9477597
178.0,0.193327,0.947556
179.0,0.20182236,0.9406314
180.0,0.17400241,0.94663954
181.0,0.19354573,0.9441955
182.0,0.26105967,0.9394094
183.0,0.21314353,0.94317716
184.0,0.23420902,0.9345214
185.0,0.19447453,0.94582486
186.0,0.18956503,0.94368637
187.0,0.20044118,0.9503055
188.0,0.23702219,0.94613034
189.0,0.17517714,0.9478615
190.0,0.1814213,0.94898164
191.0,0.21123005,0.94582486
192.0,0.19307995,0.94806516
193.0,0.1790247,0.94592667
194.0,0.21786611,0.9373727
195.0,0.21687897,0.94185334
196.0,0.19816385,0.94735235
197.0,0.19416964,0.94857436
198.0,0.2042888,0.95081466
199.0,0.21952955,0.94582486
200.0,0.19059278,0.9505092
201.0,0.18194476,0.94857436
202.0,0.20308045,0.9470468
203.0,0.16509561,0.9520367
204.0,0.17685026,0.94826883
205.0,0.18327704,0.9519348
206.0,0.20161141,0.94389004
207.0,0.191558,0.9505092
208.0,0.1937436,0.94531566
209.0,0.22319366,0.9448065
210.0,0.19247405,0.95081466
211.0,0.21711399,0.9471487
212.0,0.172953,0.95081466
213.0,0.20247239,0.946334
214.0,0.18938503,0.95295316
215.0,0.20920981,0.9491853
216.0,0.21400906,0.95234215
217.0,0.17513847,0.9552953
218.0,0.2188319,0.9470468
219.0,0.21379487,0.9498982
220.0,0.20239368,0.94806516
221.0,0.23779066,0.94093686
222.0,0.18854362,0.951222
223.0,0.19232719,0.95162934
224.0,0.19281837,0.94949085
225.0,0.19648147,0.9525458
226.0,0.18162261,0.951222
227.0,0.20603442,0.94745415
228.0,0.20193481,0.9456212
229.0,0.19642788,0.95305496
230.0,0.1737801,0.954888
231.0,0.17953867,0.9497963
232.0,0.23598792,0.9462322
233.0,0.20393762,0.95173115
234.0,0.19614795,0.9521385
235.0,0.23376192,0.9509165
236.0,0.1964542,0.94959265
237.0,0.18581225,0.9511202
238.0,0.19602382,0.95081466
239.0,0.17433678,0.9519348
240.0,0.3684882,0.92545825
241.0,0.22078128,0.94867617
242.0,0.19303666,0.9539715
243.0,0.20772485,0.95386964
244.0,0.20309426,0.94592667
245.0,0.20589936,0.954888
246.0,0.182112,0.952444
247.0,0.19530182,0.951222
