epoch,loss,accuracy
135.0,0.15977757,0.9410387
136.0,0.16546303,0.93543786
137.0,0.18166833,0.9272912
138.0,0.17549291,0.92973524
139.0,0.17974278,0.9237271
140.0,0.20226258,0.9187373
141.0,0.21822967,0.91221994
142.0,0.26556128,0.9021385
143.0,0.17993009,0.93319756
144.0,0.18334875,0.9308554
145.0,0.1750634,0.9344196
146.0,0.16238162,0.92983705
147.0,0.20236377,0.9237271
148.0,0.1689001,0.93686354
149.0,0.18496475,0.9279022
150.0,0.16494419,0.93533605
151.0,0.1594516,0.9394094
152.0,0.18071866,0.92912424
153.0,0.16330211,0.93839103
154.0,0.19481935,0.92698574
155.0,0.16670263,0.93411404
156.0,0.18166803,0.92973524
157.0,0.16454981,0.93818736
158.0,0.20992744,0.91415477
159.0,0.17636251,0.92046845
160.0,0.17893775,0.93197554
161.0,0.19334465,0.92118126
162.0,0.16185597,0.9393075
163.0,0.17076716,0.9348269
164.0,0.1584566,0.9370672
165.0,0.15810038,0.9450102
166.0,0.17143844,0.92973524
167.0,0.16520487,0.9443992
168.0,0.16374186,0.9334012
169.0,0.15987878,0.9385947
170.0,0.16670167,0.943279
171.0,0.17136455,0.9253564
172.0,0.18786004,0.93462324
173.0,0.22424379,0.9059063
174.0,0.16039078,0.93655807
175.0,0.1824413,0.9223014
176.0,0.16435562,0.93900204
177.0,0.15368913,0.9465377
178.0,0.16676068,0.93533605
179.0,0.15598813,0.93604887
180.0,0.18199414,0.93258655
181.0,0.1790494,0.93095726
182.0,0.15266661,0.9413442
183.0,0.1562406,0.9392057
184.0,0.15473692,0.9370672
185.0,0.16265185,0.9372709
186.0,0.16650389,0.9376782
187.0,0.17797945,0.9284114
188.0,0.16107592,0.9406314
189.0,0.1543327,0.9422607
190.0,0.16300388,0.9317719
191.0,0.18464406,0.92199594
192.0,0.15619516,0.9395112
193.0,0.17987752,0.9262729
194.0,0.20443447,0.9157841
195.0,0.15463889,0.94022405
196.0,0.1754222,0.9294297
197.0,0.18656713,0.9287169
198.0,0.16147971,0.93676174
199.0,0.1671717,0.9334012
200.0,0.15182547,0.9401222
201.0,0.17171898,0.93655807
202.0,0.15583134,0.94083506
203.0,0.19734512,0.92556006
204.0,0.17554198,0.9230143
205.0,0.15705559,0.9399185
206.0,0.20619634,0.9167006
207.0,0.16461617,0.9343177
208.0,0.19342716,0.9235234
209.0,0.16146971,0.9307536
210.0,0.1429841,0.94083506
211.0,0.14540727,0.9450102
212.0,0.17881654,0.9314664
213.0,0.15546302,0.93747455
214.0,0.17309678,0.92769855
215.0,0.17595486,0.9274949
216.0,0.15291214,0.9395112
217.0,0.16176628,0.9356415
218.0,0.1672,0.93187374
219.0,0.15268034,0.94338083
220.0,0.1390771,0.94338083
221.0,0.15358484,0.94399184
222.0,0.1706797,0.9294297
223.0,0.1574722,0.93411404
224.0,0.14940067,0.93676174
225.0,0.16257517,0.9369654
226.0,0.15463316,0.93044806
227.0,0.25175565,0.90509164
228.0,0.1551584,0.9392057
229.0,0.1489469,0.94307536
230.0,0.19004115,0.9235234
231.0,0.16836171,0.9337067
232.0,0.16689311,0.9258656
233.0,0.15143475,0.94124234
234.0,0.15159376,0.9422607
235.0,0.14692849,0.9384929
236.0,0.13721529,0.945112
237.0,0.14362577,0.94643587
238.0,0.15666792,0.9406314
239.0,0.15508133,0.9440937
240.0,0.18128312,0.93329936
241.0,0.14449416,0.9427699
242.0,0.14336704,0.9428717
243.0,0.15483433,0.93961304
244.0,0.15088719,0.9371691
245.0,0.15642886,0.9416497
246.0,0.1437438,0.9376782
247.0,0.13781546,0.9454175
248.0,0.15434316,0.9427699
249.0,0.14354385,0.9476578
250.0,0.17260857,0.92769855
251.0,0.15601528,0.9391039
252.0,0.1694535,0.9351324
253.0,0.15805474,0.9321792
254.0,0.14954445,0.9437882
255.0,0.15180047,0.937169
256.0,0.15773934,0.9404277
257.0,0.1371571,0.94796336
258.0,0.15869856,0.9419552
259.0,0.16832633,0.92902243
260.0,0.18021312,0.9267821
261.0,0.13244812,0.9504073
262.0,0.15898724,0.92983705
263.0,0.14062764,0.942668
264.0,0.19167084,0.93472505
265.0,0.14635101,0.9427699
266.0,0.15130955,0.9395112
267.0,0.17014918,0.93391037
268.0,0.12718788,0.9515275
269.0,0.15656406,0.9328921
270.0,0.15606168,0.9376782
271.0,0.148716,0.94389004
272.0,0.14132752,0.9471487
273.0,0.17713974,0.93095726
274.0,0.1537115,0.9392057
275.0,0.15150371,0.9449084
276.0,0.16548754,0.93136454
277.0,0.1586713,0.93839103
278.0,0.14039437,0.9434827
279.0,0.2041179,0.91680247
280.0,0.13369597,0.9503055
281.0,0.14889657,0.9422607
282.0,0.13743518,0.94674134
283.0,0.14343941,0.9440937
284.0,0.16914596,0.93472505
285.0,0.24125665,0.91272914
286.0,0.1508572,0.9462322
287.0,0.14389762,0.94460285
288.0,0.15567961,0.93594706
289.0,0.1332451,0.9447047
290.0,0.15530023,0.9382892
291.0,0.15776515,0.9361507
292.0,0.15105274,0.9415479
293.0,0.13813281,0.9455193
294.0,0.15210307,0.94093686
295.0,0.18495116,0.92342156
296.0,0.16609542,0.9337067
297.0,0.18100746,0.9296334
298.0,0.16473055,0.9384929
299.0,0.15420969,0.9355397
300.0,0.15107521,0.9413442
