,time,dec,de,mode,u,w,q,theta
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.10000000149011612,-0.00605707848444581,-0.0033354233019053936,1.0,-0.0003362554998602718,0.00467296876013279,0.0002026995352935046,6.547817520186072e-06
2,0.20000000298023224,-0.01211415696889162,-0.008391245268285275,1.0,-0.0017945057479664683,0.026241082698106766,0.0008600412984378636,5.532888098969124e-05
3,0.30000001192092896,-0.01817123405635357,-0.014079974964261055,1.0,-0.005071693565696478,0.07606427371501923,0.001998507883399725,0.0001941676891874522
4,0.4000000059604645,-0.02422831393778324,-0.01745329238474369,1.0,-0.010618346743285656,0.161326602101326,0.003458580235019326,0.0004665649903472513
5,0.5,-0.030285391956567764,-0.01745329238474369,1.0,-0.01795112155377865,0.27409523725509644,0.004706945735961199,0.0008772811270318925
6,0.6000000238418579,-0.03634246811270714,-0.01745329238474369,1.0,-0.026726441457867622,0.4058723449707031,0.005668675061315298,0.0013983917888253927
7,0.699999988079071,-0.04239954799413681,-0.01745329238474369,1.0,-0.036690853536129,0.5497726202011108,0.0063602132722735405,0.002002003602683544
8,0.800000011920929,-0.04845662787556648,-0.01745329238474369,1.0,-0.04759969934821129,0.6996331214904785,0.006803436670452356,0.002662152983248234
9,0.8999999761581421,-0.054513704031705856,-0.01745329238474369,1.0,-0.05922296643257141,0.8500826358795166,0.0070241522043943405,0.0033552711829543114
10,1.0,-0.06057078391313553,-0.01745329238474369,1.0,-0.07134981453418732,0.9965765476226807,0.007050712127238512,0.004060510080307722
11,1.100000023841858,-0.0666278600692749,-0.01745329238474369,1.0,-0.08379178494215012,1.135401964187622,0.006912771612405777,0.004759930539876223
12,1.2000000476837158,-0.07268493622541428,-0.01745329238474369,1.0,-0.09638487547636032,1.2636572122573853,0.0066402084194123745,0.005438577849417925
13,1.2999999523162842,-0.07874201983213425,-0.01745329238474369,1.0,-0.10899052768945694,1.3792102336883545,0.006262197624891996,0.0060844579711556435
14,1.399999976158142,-0.08479909598827362,-0.01745329238474369,1.0,-0.12149575352668762,1.48064124584198,0.0058064572513103485,0.006688428111374378
15,1.5,-0.090856172144413,-0.01745329238474369,1.0,-0.13381239771842957,1.567172646522522,0.005298655480146408,0.0072440169751644135
16,1.600000023841858,-0.09691325575113297,-0.01745329238474369,1.0,-0.14587591588497162,1.6385914087295532,0.004761971533298492,0.007747199386358261
17,1.7000000476837158,-0.10297033190727234,-0.01745329238474369,1.0,-0.15764346718788147,1.6951664686203003,0.004216797184199095,0.008196131326258183
18,1.7999999523162842,-0.10902740806341171,-0.01745329238474369,1.0,-0.16909188032150269,1.737565279006958,0.0036805709823966026,0.008590860292315483
19,1.899999976158142,-0.11508448421955109,-0.01745329238474369,1.0,-0.18021506071090698,1.7667713165283203,0.003167724469676614,0.00893302820622921
20,2.0,-0.12114156782627106,-0.01745329238474369,1.0,-0.19102168083190918,1.7840049266815186,0.0026897266507148743,0.009225570596754551
21,2.0999999046325684,-0.10636785626411438,-0.01745329238474369,1.0,-0.20153237879276276,1.790650486946106,0.0022552097216248512,0.00947242695838213
22,2.200000047683716,-0.0915941521525383,-0.01745329238474369,1.0,-0.2117774486541748,1.7881889343261719,0.0018701573135331273,0.009678265079855919
23,2.299999952316284,-0.07682044804096222,-0.01745329238474369,1.0,-0.22179420292377472,1.7781391143798828,0.0015381445409730077,0.00984822865575552
24,2.4000000953674316,-0.06204673647880554,-0.01745329238474369,1.0,-0.23162491619586945,1.7620066404342651,0.0012606090167537332,0.009987711906433105
25,2.5,-0.04727303236722946,-0.01745329238474369,1.0,-0.24131467938423157,1.7412410974502563,0.001037144917063415,0.01010215561836958
26,2.5999999046325684,-0.03249932453036308,-0.01745329238474369,1.0,-0.25090962648391724,1.717201828956604,0.000865805079229176,0.01019688043743372
27,2.700000047683716,-0.017725618556141853,-0.01745329238474369,1.0,-0.2604553997516632,1.6911324262619019,0.0007433997234329581,0.010276949033141136
28,2.799999952316284,-0.0029519114177674055,-0.009467883966863155,1.0,-0.2691907286643982,1.6529535055160522,0.00018050013750325888,0.010331378318369389
29,2.9000000953674316,0.011821795254945755,0.00278632715344429,1.0,-0.27526038885116577,1.574155330657959,-0.0014400098007172346,0.010278682224452496
30,3.0,0.026595501229166985,0.01663314737379551,1.0,-0.2769978642463684,1.4278010129928589,-0.00419811112806201,0.010006493888795376
31,3.0999999046325684,0.041369207203388214,0.01745329238474369,1.0,-0.2744241952896118,1.2123470306396484,-0.00709453085437417,0.009436661377549171
32,3.200000047683716,0.05614291504025459,0.01745329238474369,1.0,-0.26872992515563965,0.9502960443496704,-0.009376509115099907,0.008608086965978146
33,3.299999952316284,0.07091662287712097,0.01745329238474369,1.0,-0.26045191287994385,0.6567394733428955,-0.011072861030697823,0.007580894511193037
34,3.4000000953674316,0.08569032698869705,0.01745329238474369,1.0,-0.25011467933654785,0.34533196687698364,-0.012225249782204628,0.00641165766865015
35,3.5,0.10046403855085373,0.01745329238474369,1.0,-0.23821665346622467,0.02811213582754135,-0.012884929776191711,0.0051522753201425076
36,3.5999999046325684,0.11523774266242981,0.01745329238474369,1.0,-0.22521957755088806,-0.2846006751060486,-0.013109718449413776,0.0038491718005388975
37,3.700000047683716,0.1300114542245865,0.01745329238474369,1.0,-0.2115405648946762,-0.5842426419258118,-0.012961253523826599,0.0025427748914808035
38,3.799999952316284,0.14478515088558197,0.01745329238474369,1.0,-0.19754673540592194,-0.8639833927154541,-0.012502558529376984,0.0012672613374888897
