epoch,loss,accuracy
146.0,0.5577219,0.757943
147.0,0.5877452,0.745723
148.0,0.57502866,0.7656823
149.0,0.5773025,0.7670061
150.0,0.55943,0.75386965
151.0,0.5766004,0.76160896
152.0,0.5719862,0.7653768
153.0,0.5792372,0.7607943
154.0,0.55106705,0.7704684
155.0,0.5560548,0.7711813
156.0,0.57622796,0.76598775
157.0,0.56828374,0.7642566
158.0,0.5623122,0.76649696
159.0,0.5706623,0.7648676
160.0,0.57278115,0.7621181
161.0,0.5478279,0.77230144
162.0,0.56418526,0.7705703
163.0,0.55272496,0.76435846
164.0,0.5610318,0.76741344
165.0,0.552174,0.77433807
166.0,0.56084615,0.76934826
167.0,0.5760403,0.7654786
168.0,0.56906956,0.7685336
169.0,0.56809384,0.76191443
170.0,0.59639895,0.7533605
171.0,0.56665874,0.7678208
172.0,0.6122107,0.74826884
173.0,0.56438,0.7719959
174.0,0.5731734,0.7599796
175.0,0.58102167,0.74796337
176.0,0.5589617,0.7595723
177.0,0.56978375,0.76242363
178.0,0.5601462,0.7667006
179.0,0.5660479,0.7656823
180.0,0.5549651,0.7746436
181.0,0.55442417,0.7684318
182.0,0.5686878,0.759165
183.0,0.57843214,0.7584521
184.0,0.5807011,0.7605906
185.0,0.55526555,0.7620163
186.0,0.55448663,0.7699593
187.0,0.55894357,0.76242363
188.0,0.63940334,0.7441955
189.0,0.56927574,0.76384926
190.0,0.5812456,0.75254583
191.0,0.56152034,0.7641548
192.0,0.55263853,0.76812625
193.0,0.55915874,0.76496947
194.0,0.6049779,0.7437882
195.0,0.5534044,0.7640529
196.0,0.54757965,0.76924646
197.0,0.5678597,0.7663951
198.0,0.5523814,0.7705703
199.0,0.5723867,0.7618126
200.0,0.5492664,0.76364565
201.0,0.55415815,0.76863545
202.0,0.60342336,0.7563136
203.0,0.5480092,0.7620163
204.0,0.52709985,0.7823829
205.0,0.5586929,0.7670061
206.0,0.52187115,0.77352345
207.0,0.5189511,0.78421587
208.0,0.5278469,0.7755601
209.0,0.4983223,0.78431773
210.0,0.5144896,0.7817719
211.0,0.48815903,0.79643583
212.0,0.46615598,0.78910387
213.0,0.4535125,0.7953157
214.0,0.4345104,0.8115071
215.0,0.44317988,0.80478615
216.0,0.42350718,0.82301426
217.0,0.4240072,0.8297352
218.0,0.43254924,0.8050916
219.0,0.4517837,0.8141548
220.0,0.4212697,0.82606924
221.0,0.41049552,0.8254582
222.0,0.40661013,0.83004075
223.0,0.41616252,0.82331973
224.0,0.4250941,0.8242363
225.0,0.4104832,0.82637477
226.0,0.43207002,0.81965375
227.0,0.4242054,0.82729125
228.0,0.44181395,0.8182281
229.0,0.43130478,0.8232179
230.0,0.41150862,0.8299389
231.0,0.39393795,0.83991855
232.0,0.4046734,0.8336049
233.0,0.40747193,0.8303462
234.0,0.42348477,0.8193483
235.0,0.41762185,0.8182281
236.0,0.39586267,0.8339104
237.0,0.4786502,0.7985743
238.0,0.39959243,0.83594704
239.0,0.38967976,0.8391039
240.0,0.40740794,0.82881874
241.0,0.40588364,0.83095723
242.0,0.39637348,0.8352342
243.0,0.45077825,0.8172098
244.0,0.4134136,0.8225051
245.0,0.4318604,0.82087576
246.0,0.40572146,0.83095723
247.0,0.40259522,0.82861507
248.0,0.4157838,0.8250509
249.0,0.39830816,0.83574337
250.0,0.40585378,0.83156824
251.0,0.3996442,0.8355397
252.0,0.42704752,0.82657844
253.0,0.39948526,0.8318737
254.0,0.3949849,0.8354379
255.0,0.3985013,0.83319753
256.0,0.4196708,0.8291242
257.0,0.39797223,0.83513236
258.0,0.39834183,0.8327902
259.0,0.40981308,0.80631363
260.0,0.4283484,0.8212831
261.0,0.44570875,0.8188391
262.0,0.4706438,0.8052953
263.0,0.41245332,0.8320774
264.0,0.40033004,0.8311609
265.0,0.39485976,0.8368635
266.0,0.39424238,0.8339104
267.0,0.40216595,0.8292261
268.0,0.42122385,0.8249491
269.0,0.40723544,0.8327902
270.0,0.4001465,0.8271894
271.0,0.41059756,0.8254582
272.0,0.46421582,0.7958248
273.0,0.4271911,0.8185336
274.0,0.41268998,0.83299387
275.0,0.4531349,0.80763745
276.0,0.40946487,0.8292261
277.0,0.4088473,0.8290224
278.0,0.40252528,0.8293279
279.0,0.40650806,0.8302444
280.0,0.48437166,0.80468434
281.0,0.44576076,0.8117108
282.0,0.42251164,0.8281059
283.0,0.39132184,0.83319753
284.0,0.4244198,0.82576376
285.0,0.38739344,0.83991855
286.0,0.47025597,0.8043788
287.0,0.41216642,0.82739305
288.0,0.39786455,0.8317719
289.0,0.40770572,0.8346232
290.0,0.40694118,0.8334012
291.0,0.4056218,0.83217925
292.0,0.40198612,0.82790226
293.0,0.41693842,0.8281059
294.0,0.4287409,0.8185336
295.0,0.41271836,0.83095723
296.0,0.3860129,0.83645624
297.0,0.4121902,0.8268839
298.0,0.4178926,0.8302444
299.0,0.4215953,0.8228106
300.0,0.45503744,0.8130346
